用户名,评论时间,IP属地,点赞数量,评论内容
利是,2023.07.16,未知,1,一次性内裤也有纯棉的呀
一笑秦始皇,2023.07.16,未知,1,一样，我也这么觉得。所以我带了一打旧内裤，扔完。然后新纯棉内裤正好上岗
momo,2023.07.16,未知,6,每次换下来的内裤我都留着，外出住酒店的时候穿，穿完直接丢
凯茜茜,2023.07.16,未知,1,"我要是愿意洗晒叠，我就不会买一次性内裤了[笑哭R]主打的就是一个装上就走,还开就用。而且PDD买一次性内裤也挺便宜的。"
颂刺刺,2023.07.16,未知,0,白色便宜的有荧光剂[哭惹R]
MoiMoi,2023.07.16,未知,4,一次性内裤不就是为了不洗吗？买正规厂家灭菌的就好了
真让人头大,2023.07.16,未知,0,哈哈哈，早就发现了，一次性内裤贵还不好穿
瘦瘦君?,2023.07.16,未知,2,十月结晶，产妇内裤比其他的好使
小B有辆购物车,2023.07.16,未知,1,现在的一次性内裤停透气的 不是以前那种不织布了 淘宝活动两块多一条还说大牌子
?????,2023.07.16,未知,0,所以你还要把脏的背回去？
随便一点,2023.07.16,未知,4,请问浦东的内裤是什么梗吗[笑哭R]
小斑马,2023.07.16,未知,3,不方便主要是，还得提前洗，晒干，收起来，打包。用一次性内裤就是图方便，四条也才十三块。
Aileen,2023.07.16,未知,1,一直这么干的[失望R]
魔女宅急便,2023.07.16,未知,0,链接可以给我吗[笑哭R]
小土妞,2023.07.16,未知,90,可以穿旧的啊，内裤一天一条 穿完就扔，内衣直接胸贴，多方便[赞R]
虎太郎,2023.07.16,未知,4,这不是还得先洗嘛
新疆在逃哈密瓜,2023.07.16,未知,3,新疆玩不用担心内裤不干的[笑哭R]
美女,2023.07.16,未知,1,有链接吗
小废物,2023.07.16,未知,31,说一句煞风景的话，有没有想过内裤都变成一天扔一条给地球又制造了多少垃圾。有一些产品没有必要一次性啊，花一点点时间手洗一下吧。
RavenQi7,2022.05.01,未知,2,买她
濃呀!,2023.05.24,未知,0,U1S1 名创的一次性用品真的很好用...特别是一次性内裤(长期囤货哈哈哈哈哈) 不像某棉时代 穿半天就破洞！！
一只猪七七,2023.05.23,未知,0,@CuSO4
有四驱车的可可海,2023.02.08,未知,1,还有就是一次性床单和枕套，很有必要。
阿秋的日用小铺,2023.06.26,未知,2,这个棉，语，菲，一次性内裤，平时出差旅游，姨妈期都可以用
牛小米是一朵向日葵,2024.02.01,广东,4,记得带蚊虫叮咬的药，我们都被蚊子咬了[叹气R]
步蓉易啊,2024.01.29,山东,2,好棒，我也是山东打算周六去，你们一家三口一共花费多少呀
?,2024.01.30,山东,2,你们住的酒店有暖气不？
我还可以再吃一口,2024.01.30,新疆,2,不知带啥衣服了[哭惹R]
清醒,2024.02.06,北京,1,亲亲 顺德有哪家店好吃呀，我春节去广州顺便去一下，谢谢
桑桑的鸽子,2024.01.30,浙江,0,求助，这几天广东是湿湿的阴冷还是闷热？
小草莓可爱?,2024.02.07,河北,1,额外补充一次性马桶垫
tracy,2024.01.31,浙江,0,请教一下，我一直在想广州市里面玩还是去一天顺德，她们说过年很多店不开，我年28.29
?空古幽兰?,2024.01.30,天津,0,刚才广州回来 26寸箱子的衣服 只使用了1\3
样儿 小姐姐,2024.02.04,安徽,0,不知道正月初十去冷不冷
我哒红太狼,2024.01.30,吉林,0,回南天是什么意思
琉璃墨纱,2024.02.05,江苏,0,111
Jacklinlee,2024.02.01,江苏,0,完全同款，连卫生棉条、安睡裤都记好[笑哭R]
大顺儿,2023.03.23,未知,64,家人们这家店变薄了[哭惹R]我和闺蜜又试了几家，这家很好用！！！薯薯们试试这个，我也发了新笔记介绍哈[飞吻R]tb:木子生活馆1988
猫_鱼呢,2022.05.23,未知,252,是我太out了吗。。。第一次知道浴巾还有这种一次性的
大顺儿,2022.10.25,未知,67,家人们 这家店现在变薄了[哭惹R][哭惹R][哭惹R]我这次买踩雷了 大家先不要买啦 等我再挖一挖别的店的 再给大家推荐！等我[害羞R]
Jes板栗泡泡?,2022.05.24,未知,69,一次性浴巾真的好适合包头发！！！吸水快，包头上还不重。干发帽有时候在脖子上特别重[笑哭R][笑哭R]
大顺儿,2022.05.24,未知,52,这个浴巾让我一个美食博主改行来推荐！！真的好用
丘山金,2022.06.27,未知,7,有一次性内裤推荐吗
黄金屋屋,2022.06.30,未知,13,洁诗雅居家日用专营店
卜楞盖子又疼了～,2022.07.11,未知,2,买了买了[斜眼R]贼啦棒
momo,2022.05.25,未知,1,真的好用吗[哭惹R]看平价说包装是坏的[哭惹R][哭惹R]
池早早,2022.06.27,未知,2,谢谢你浴巾侠，火速下单[偷笑R]
崔崔,2023.10.07,未知,0,哪里买啊，淘宝没有这个店啊
小红薯65212EC8,2023.10.07,未知,0,不错不错
心慕二八,2023.09.21,未知,0,@帆高 @Triste
琪了怪了！,2023.08.30,未知,1,@? 看评论
阿司匹林,2023.08.25,未知,1,一次性床品四件套有推荐的吗？[偷笑R]
小吴超级暴躁,2023.07.26,未知,0,@小熊猫叭 这个不过是浴巾
真是太困了啊,2023.07.03,未知,0,啊啊啊啊啊 我也叫小璇！！！！！！
牛发财发大财发发发,2023.06.17,未知,0,宝宝！现在啥用
爱实测宝宝餐椅的小允家,2023.05.18,未知,0,棒[飞吻R]
猪??.,2023.05.15,未知,0,吸水嘛姐妹
大顺儿,2023.03.23,未知,2,家人们这家店变薄了[哭惹R][哭惹R][哭惹R][哭惹R]我测评了很多款这家很好用！！！tb:木子生活馆1988
秋天的风,2023.03.09,未知,0,现在还有嘛姐妹
???,2023.02.19,未知,1,他们家不卖这款了[哭惹R]之前跟着你买真的巨厚
小红薯62A9FDAC,2023.02.07,未知,0,下架了
吴甜馨sherry,2023.01.30,未知,0,我买到他家店铺倒闭了
今天吃几碗？,2023.01.27,未知,0,下架了
Grapepie,2023.01.05,未知,0,@自卑且摆烂
公仔炒面?,2022.12.14,未知,2,@熬大夜睡大觉
用户已注销,2022.12.11,未知,0,姐妹  你的一次性浴巾挖到新的了吗[哭惹R]
Clochen,2022.11.13,未知,0,家人们还有什么浴巾推荐吗
心绪,2022.09.29,未知,2,洛诗雅搜了几遍都找不到 放大一看结果是洁诗雅。。。
粥粥煮sasa,2022.09.29,未知,0,@OMG 买了
别管我了,2022.09.27,未知,0,涨价了[哭惹R][哭惹R]
禹清子,2022.09.25,未知,0,为什么我找不到这家店铺呀[哭惹R]
你d粥好杰,2022.09.25,未知,0,立马安排上！国庆用！
Reine Rayne,2022.09.25,未知,0,马上去下单试试
LL,2022.09.24,未知,0,已下单集美哈哈哈
晨诺,2022.09.13,未知,1,集美集美 这个有异味嘛请问[萌萌哒R][萌萌哒R][萌萌哒R]
！！！,2022.09.11,未知,0,厚实吗
""" 芝芝汐汐_",2022.09.08,未知,0,下下周出去玩 立刻下单
只吃亿点点?,2022.09.05,未知,0,码住，马上买，中旬要去旅游
??,2022.09.02,未知,0,涨价了，三块一条[哭惹R]
蜜桃?,2022.08.31,未知,0,@婷婷的老公
?77,2022.08.30,未知,0,好的已买
抛抛,2022.08.01,未知,1,@.
丸子丸子,2022.07.31,未知,0,你快说你不骗我！！！！！[哭惹R][哭惹R][哭惹R]
KK kids,2022.07.30,未知,0,怎么没有了
喋喋以碟以喋喋,2022.07.29,未知,0,买啦买啦[飞吻R]希望好用
Sweet小佳,2022.07.28,未知,0,你说中国人不骗中国人[哭惹R]
别掉头发了,2022.07.25,未知,0,这个大不大啊
momo,2022.07.21,未知,2,搜不到[哭惹R]
予笙,2022.07.20,未知,0,怎么都是预售
Quuuuu,2022.07.16,未知,1,种草了 刚好想出去玩 买上！
大白菜小面包,2022.07.13,未知,0,正好过几天要出差，买了买了
晶晶酱,2022.07.09,未知,0,一次性毛巾有链接吗集美
一颗酸梅莓,2022.07.07,未知,1,种草啦!
垮起个批脸,2022.07.06,未知,0,买了谢谢
momo,2022.07.05,未知,0,有味道吗
懒得圆满,2022.07.02,未知,0,20.49[哭惹R]
焦糖散文,2022.07.02,未知,0,嘤真的好用吗，为什么评价里好多说包装很差的[哭惹R]
诉说苦情歌,2022.06.29,未知,1,PXX找半天找不到浩雅诗居家日用专营店，仔细放大一看才发现是洁诗呀[哭惹R]
看到我请让我滚去学习,2022.06.27,未知,0,拯救了我的钱包[哇R]
Regina,2022.06.25,未知,0,为什么我买要比你贵多了[哭惹R]
简?单,2022.06.21,未知,0,一早上刚打开小红书就花钱了[失望R]
小红薯61A2912A,2022.06.20,未知,0,@Siqiiii
耶比队队长,2022.06.20,未知,1,@?
一颗七崽,2022.06.20,未知,0,回购无数次得一次性浴巾。100条才六十多。
我爱绿豆粥,2022.06.19,未知,0,能不能出去旅游的时候 4天只用一条。。。晾干了还能继续用吗
柒月,2022.06.15,未知,0,拼多多？我出差一周拿几条合适？掉毛吗？
啊玉summer,2022.06.14,未知,0,我没有找到这个店铺
窗边的小阿景,2022.06.14,未知,0,@是你的wonderful琪
～??曦仔～,2022.06.11,未知,0,怎么没有找到这家店呢
柒安,2022.06.10,未知,1,谢谢你浴巾侠！
Panan,2022.06.05,未知,0,已买！[飞吻R]
momo,2022.06.02,未知,1,谢谢你浴巾侠
我想吃?卷煎饼,2022.06.02,未知,0,@舟舟
momo,2022.06.02,未知,0,涨价了19.88
用户已注销,2022.06.02,未知,0,@姜生
無副作用人生,2022.06.01,未知,0,@句の宝
158的打米,2022.05.30,未知,0,@冬月
無副作用人生,2022.05.30,未知,0,@句の宝
枭枭气,2022.05.27,未知,0,种草了！！好便宜！
哎哟别烦,2022.05.27,未知,1,@队长
快乐小狗,2022.05.26,未知,0,@老实人26 这个！
咕咕唧唧,2022.05.26,未知,0,@超级喜欢每一只小熊?
修罗神丁子洋,2022.05.26,未知,0,@Rating
Prefer.,2022.05.26,未知,0,@.林初
Lalalalafan,2022.05.26,未知,0,十条19.8啊[哭惹R]
麦麦DQKFC,2022.05.26,未知,0,@time
Gninnad(期待过年版),2022.05.26,未知,0,@小黄在线加油
小红薯5F0D9B62,2022.05.26,未知,5,[生气R][生气R][生气R][生气R]淘宝要贵很多 我记得我之前买成十来块一条 一个牌子[生气R][生气R][生气R][生气R][偷笑R]
斯然了了,2022.05.26,未知,0,@Evolution.D 买这个 下次我就不用带浴巾了
懒哥,2022.05.26,未知,0,@林苒. @爱喝孙孙乳
momo,2022.05.26,未知,0,@Fy
海苔糯米团,2022.05.26,未知,2,@宝宝 @小驼 开学可以买来用
momo,2022.05.26,未知,0,@陈大福
Ninii,2022.05.25,未知,2,我之前随便买的一个9.9，两条，觉得我像大冤种[石化R]
郁闷的牛排?,2022.05.25,未知,0,@.... 下次买一次性的
来看看我的con~,2022.05.25,未知,0,@。
一舟甜酒,2022.05.25,未知,0,@Niana Sivan
rapunzel,2022.05.25,未知,0,@叶湘伦 下次我们出去前就买
momo,2022.05.25,未知,0,1688 八毛钱……
修芒勾,2022.05.25,未知,0,@LLL [暗中观察R]宝，你看
小范呀,2022.05.25,未知,0,涨价了[捂脸R][捂脸R]
七七和鸭鸭,2022.05.25,未知,0,@钮钴禄艳艳
一颗蛋黄,2022.05.25,未知,1,@蓓蓓的大哥
咘咘车,2022.05.25,未知,0,@Ppopo
撒比领导同事在天堂,2022.05.25,未知,0,感恩马上下单了20条[偷笑R][偷笑R]
nana子的叽叽喳喳,2022.05.25,未知,0,@富兰克林超 十块钱5??条，??！
RainMountain,2022.05.25,未知,0,@Lyyys
等等,2022.05.25,未知,0,搜不到店铺
momo,2022.05.25,未知,0,@我好喜欢古诗那你呢
bb,2022.05.24,未知,1,@了_
48岁优雅女王,2022.05.24,未知,7,海南地区不给发货[失望R]
Alwl51,2022.05.24,未知,0,一条多用几次要洗吗还是就直接挂着
洋芋飞飞,2022.05.24,未知,1,好适合短期旅行[赞R][赞R][赞R]
流泪猫猫头,2022.05.24,未知,0,@心碎小熊 出门住酒店
rr的快乐生活,2022.05.24,未知,1,@oBlulue
果果,2022.05.24,未知,0,@涛声依旧
糯米團,2022.05.24,未知,0,@捏一大个糯米團
狗蛋和铁蛋?,2022.05.23,未知,4,这家销量很高 确实很好用
无敌Man?YOYO?,2023.07.25,未知,4,那个水盆我真的强烈安利，真不错呀，还可以洗衣服啥的，不过你那个枕套还不如买一个真丝的，柔软又舒服，主要是容易干，又轻便又小
momo,2023.08.03,未知,6,姐妹，一次性毛巾可以换成运动速干毛巾，体积小方便带而且环保可以重复利用[萌萌哒R]
下次别捣乱了_,2023.07.31,未知,0,酷酷女孩，求推荐??
洋葱捽捽眼,2023.09.09,未知,0,请问姐妹保鲜膜的作用是？
蜜桃派,2023.07.27,未知,0,博主不光人美，心还细腻
乐可,2023.07.21,未知,1,博主好细腻，好喜欢[飞吻R]
郝运必郭,2024.01.24,山西,0,折叠衣架和透明水盆可以推荐一下嘛
路过的瓜众,2023.09.17,未知,0,好实用
好运来?,2023.09.08,未知,0,图4链接有吗
糖果,2023.08.25,未知,0,可以分享一下好物的链接[笑哭R]下周准备出行[笑哭R]
甜妹兴,2023.09.22,未知,0,姐妹，求水盆链接[害羞R]
霏烟,2023.08.16,未知,0,便携水盆好用吗？会不会自动合拢
|.Q!an,2023.07.29,未知,0,折叠水盆有链接吗？搜不到这款
小螺的小钳,2023.07.26,未知,0,加湿器
肥啾啾,2023.07.23,未知,0,真空装满了不好吧，海拔高呀
周.颖.娅?,2024.02.07,广东,1,可以把文字版发来吗[大笑R]
年.,2024.02.09,陕西,0,@三十一天永不差
涚酌,2023.09.12,未知,1,洗漱用品：牙具：电动牙刷，牙膏，电动牙刷充电器清洁：香皂，洗面奶，卸妆油，沐浴油，绿瓶卸妆啫喱，洗发膏，护发素，沐浴露，洁面仪，洁面仪充电器，起泡网，浴花，脱毛刀。搓澡巾，毛巾，浴巾，洗脸巾，洗脸发箍，洗发帽，梳子。
橘子味的外太空?,2023.12.04,未知,0,谢谢[doge]下次外出学习，参考你的笔记哦
涚酌,2023.12.04,未知,0,补充避雷一次性三件套，至少简柔家的不要买，很痒，也很薄，是那种非常薄的无纺布，很难受，巨难受，壁大雷
涚酌,2023.09.12,未知,0,需要什么自取吧，都放评论区了[星R]
RiceX_,2023.11.06,未知,0,@小鱼o泡
芋泥啵啵酱,2023.12.05,未知,0,拿图
?Fine芝麻,2023.09.20,未知,0,@玖铃
?Fine芝麻,2023.09.20,未知,0,@玖铃
?Fine芝麻,2023.09.20,未知,0,@玖铃
?Fine芝麻,2023.09.20,未知,0,@玖铃
小红薯649E717B,2023.10.23,未知,1,我也买的它家的
momozz,2022.08.09,未知,6,我在想，一次性牙刷也很脏么。。
二当家的,2023.01.01,未知,12,姐妹我再补充一个如果出行坐车比较久的话一定要带一个u枕我出远门都会带着我的奶酪u枕反正也不大方便携带而且真的能缓解坐车久后的酸痛和疲惫
惊鸿,2022.08.11,未知,11,驱蚊水和一次性内裤是哪个牌子的呀[害羞R]
草莓奶昔,2023.02.17,未知,6,我都是带的电动牙刷，洗面巾，这些在家也会用，所以不用重新买，包括路上用的乳酪u枕，没出门的时候我都带去公司午休用，都很方便，也不用多花钱
AAAA147,2023.01.27,未知,3,有点想不懂指甲钳是什么梗
猪柳蛋麦满分?,2022.09.26,未知,2,驱蚊水和糖什么牌子
夏,2023.04.08,未知,0,把家搬过去酒店吧[笑哭R][笑哭R]
xxx,2023.03.16,未知,1,驱蚊水可以带上飞机吗?
鹤雎,2023.02.21,未知,0,@筱缬
一起玩鵝,2023.02.20,未知,1,氧气瓶是要登珠峰吗...技术型登山都是有营地供氧的[笑哭R]
Annnnn,2023.02.06,未知,0,@Daisy
蕉太狼酱,2023.02.04,未知,0,@伤心红苹果 别忘了身份证
泽.,2023.01.09,未知,1,@小鱼同学
用户已注销,2023.01.09,未知,1,@山猫野兽的柚子
肩膀给你靠,2023.01.07,未知,0,在途家订个市中心的民宿，真正和当地人一起生活，这才是我喜欢的深度游
